num_conta,cod_cliente,cod_agencia,cod_colaborador,tipo_conta,data_abertura,saldo_total,saldo_disponivel,data_ultimo_lancamento,ano_ultimo_lancamento,,,,,,,,,,,
613,613,5,50,PF,2017-10-24 13:13:00 UTC,18773.4867,18763.11,2022-05-13 03:12:29 UTC,2022,,,,,,,,,,,
810,810,5,50,PF,2017-07-07 15:17:00 UTC,635.0343,918.39,2022-12-29 23:59:49 UTC,2022,,,,,,,,,,,
939,939,5,50,PF,2022-12-13 13:16:00 UTC,822.8316,809.35,2022-12-30 00:00:00.151225 UTC,2022,,,,,,,,,,,
975,975,5,50,PF,2021-03-18 14:58:00 UTC,20.8608,46.71,2022-12-30 00:00:00.328832 UTC,2022,,,,,,,,,,,
192,192,5,52,PF,2015-09-27 11:21:00 UTC,92644.5024,96197.79,2022-12-30 00:00:00.752528 UTC,2022,,,,,,,,,,,
450,450,5,52,PF,2019-04-01 12:40:00 UTC,18485.22,17763.99,2022-11-30 19:32:43 UTC,2022,,,,,,,,,,,
611,611,5,52,PF,2019-08-06 14:42:00 UTC,35913.2874,33542.41,2022-12-29 14:27:05 UTC,2022,,,,,,,,,,,
725,725,5,52,PF,2020-01-11 14:13:00 UTC,116.3715,20.83,2022-12-29 23:59:59.912766 UTC,2022,,,,,,,,,,,
651,651,5,55,PF,2016-07-14 12:22:00 UTC,43605.4867,44909.55,2021-08-23 12:42:40 UTC,2021,,,,,,,,,,,
779,779,5,55,PF,2014-04-15 11:46:00 UTC,3915.3371,4232.93,2021-03-27 08:36:14 UTC,2021,,,,,,,,,,,
837,837,5,55,PF,2014-03-18 10:30:00 UTC,18181.1673,16654.64,2020-05-26 22:47:20 UTC,2020,,,,,,,,,,,
327,327,5,59,PF,2021-10-08 11:35:00 UTC,12913.3,12434.7,2022-12-29 23:59:59.770314 UTC,2022,,,,,,,,,,,
388,388,5,59,PF,2017-02-14 12:43:00 UTC,14348.6622,13919.02,2022-12-24 14:10:53 UTC,2022,,,,,,,,,,,
462,462,5,59,PF,2016-11-19 13:53:00 UTC,400.8072,340.18,2019-12-29 08:22:09 UTC,2019,,,,,,,,,,,
485,485,5,59,PF,2017-09-23 11:16:00 UTC,21129.4252,19292.72,2022-07-07 06:04:30 UTC,2022,,,,,,,,,,,
786,786,5,59,PF,2019-01-21 14:29:00 UTC,25708.9875,24386.97,2022-12-30 00:00:00.091285 UTC,2022,,,,,,,,,,,
790,790,5,59,PF,2014-07-03 16:49:00 UTC,8696.4651,8079.57,2021-09-20 23:50:12 UTC,2021,,,,,,,,,,,
862,862,5,59,PF,2017-11-07 11:35:00 UTC,57375.2348,54060.36,2022-12-25 14:04:09 UTC,2022,,,,,,,,,,,
926,926,5,59,PF,2018-05-03 15:18:00 UTC,58479.7753,53607.32,2022-12-27 06:03:23 UTC,2022,,,,,,,,,,,
370,370,5,60,PF,2022-07-08 13:14:00 UTC,370.3711,308.99,2022-12-29 23:59:59.788932 UTC,2022,,,,,,,,,,,
484,484,5,60,PF,2021-07-01 12:51:00 UTC,158638.328,148919.1,2022-12-29 23:59:59.668365 UTC,2022,,,,,,,,,,,
676,676,5,60,PF,2016-04-25 15:44:00 UTC,7591.3268,6859.66,2018-10-13 12:34:22 UTC,2018,,,,,,,,,,,
820,820,5,60,PF,2017-05-04 12:48:00 UTC,4803.1038,4043.63,2022-12-29 23:59:59 UTC,2022,,,,,,,,,,,
237,237,5,76,PF,2021-07-28 11:45:00 UTC,230.8293,197.93,2022-12-29 23:59:59.348435 UTC,2022,,,,,,,,,,,
340,340,5,76,PF,2022-02-15 12:44:00 UTC,68771.1128,65285.17,2022-12-29 23:59:59.219102 UTC,2022,,,,,,,,,,,
29,29,5,92,PF,2015-07-27 11:08:00 UTC,33.3984,26.34,2022-12-30 00:00:00.324619 UTC,2022,,,,,,,,,,,
72,72,5,92,PF,2019-04-07 15:08:00 UTC,27508.063,24529.73,2022-12-29 23:59:59.764744 UTC,2022,,,,,,,,,,,
76,76,5,92,PF,2015-11-06 15:36:00 UTC,330.3372,294.93,2022-12-29 23:59:59.429706 UTC,2022,,,,,,,,,,,
127,127,5,92,PF,2014-04-15 10:06:00 UTC,111063.2158,109931.6,2017-12-18 21:50:39 UTC,2017,,,,,,,,,,,
234,234,5,92,PF,2021-03-08 13:43:00 UTC,2649.2906,2269.76,2022-12-30 00:00:00.97399 UTC,2022,,,,,,,,,,,
387,387,5,92,PF,2014-02-08 13:28:00 UTC,47010.3323,43828.91,2022-12-30 00:00:00.360945 UTC,2022,,,,,,,,,,,
597,597,5,92,PF,2019-06-19 12:21:00 UTC,106127.1498,108338.43,2022-12-29 23:59:59.568438 UTC,2022,,,,,,,,,,,
405,405,6,2,PF,2021-11-17 15:03:00 UTC,429.4276,275.21,2022-12-30 00:00:00.962089 UTC,2022,,,,,,,,,,,
440,440,6,2,PF,2022-03-02 11:10:00 UTC,1333.1344,1062.26,2022-12-29 23:59:59.640396 UTC,2022,,,,,,,,,,,
612,612,6,2,PF,2017-02-05 12:35:00 UTC,12974.97,13553.67,2022-12-29 23:59:59.409272 UTC,2022,,,,,,,,,,,
870,870,6,2,PF,2017-12-20 11:12:00 UTC,51333.785,48084.3,2022-12-13 18:36:48 UTC,2022,,,,,,,,,,,
2,2,6,16,PF,2020-03-27 13:05:00 UTC,59.28,12.72,2022-12-30 00:00:00.071193 UTC,2022,,,,,,,,,,,
33,33,6,16,PF,2016-11-10 13:52:00 UTC,11565.978,10887.28,2022-12-30 00:00:00.750304 UTC,2022,,,,,,,,,,,
64,64,6,16,PF,2016-04-18 15:57:00 UTC,6246.972,6501.51,2022-02-07 08:57:18 UTC,2022,,,,,,,,,,,
427,427,6,16,PF,2019-02-18 14:37:00 UTC,8085.9635,7760.45,2022-03-04 15:00:08 UTC,2022,,,,,,,,,,,
641,641,6,16,PF,2019-12-07 13:32:00 UTC,1.3081,744.27,2022-12-29 23:59:59.205176 UTC,2022,,,,,,,,,,,
856,856,6,16,PF,2015-06-24 15:02:00 UTC,11790.6608,10831.83,2022-12-29 23:40:08 UTC,2022,,,,,,,,,,,
889,889,6,16,PF,2022-11-20 14:49:00 UTC,828.4121,786.36,2022-12-30 00:00:00.463347 UTC,2022,,,,,,,,,,,
24,24,6,17,PF,2018-06-10 11:18:00 UTC,35486.7548,34541.16,2022-12-30 00:00:00.324887 UTC,2022,,,,,,,,,,,
172,172,6,17,PF,2020-06-20 15:24:00 UTC,24099.8731,24708.18,2022-12-29 23:54:14 UTC,2022,,,,,,,,,,,
332,332,6,17,PF,2020-09-10 11:54:00 UTC,85186.3663,83239.81,2022-12-30 00:00:00.136318 UTC,2022,,,,,,,,,,,
578,578,6,17,PF,2021-02-03 14:52:00 UTC,19177.224,18603.7,2022-12-30 00:00:00.50693 UTC,2022,,,,,,,,,,,
819,819,6,17,PF,2022-08-02 11:24:00 UTC,54632.6504,56789.22,2022-12-30 00:00:00.774919 UTC,2022,,,,,,,,,,,
163,163,6,29,PF,2020-07-26 14:45:00 UTC,16598.956,15220.77,2022-12-29 23:59:59.547366 UTC,2022,,,,,,,,,,,
169,169,6,29,PF,2015-07-01 13:19:00 UTC,25114.2021,25729.27,2022-10-24 05:07:23 UTC,2022,,,,,,,,,,,
365,365,6,29,PF,2020-03-11 13:52:00 UTC,341020.8151,333783.57,2022-12-29 13:45:03 UTC,2022,,,,,,,,,,,
449,449,6,29,PF,2017-11-10 12:04:00 UTC,532.2975,438.38,2022-12-29 23:59:59.762018 UTC,2022,,,,,,,,,,,
706,706,6,29,PF,2019-01-10 15:36:00 UTC,1624.1472,1231.68,2022-12-30 00:00:00.678695 UTC,2022,,,,,,,,,,,
935,935,6,29,PF,2018-03-22 15:23:00 UTC,327.5136,186.16,2022-12-30 00:00:00.640178 UTC,2022,,,,,,,,,,,
958,958,6,29,PF,2018-10-09 15:05:00 UTC,10828.3824,8596.76,2022-12-22 00:14:33 UTC,2022,,,,,,,,,,,
763,763,6,44,PF,2016-10-19 14:58:00 UTC,2213.5238,2061.36,2022-12-27 22:47:18 UTC,2022,,,,,,,,,,,
107,107,6,53,PF,2020-04-19 12:09:00 UTC,273.6813,160.81,2022-09-08 22:01:13 UTC,2022,,,,,,,,,,,
211,211,6,53,PF,2021-03-10 12:41:00 UTC,40789.4506,41996.88,2022-12-30 00:00:00.75253 UTC,2022,,,,,,,,,,,
518,518,6,53,PF,2015-10-03 14:31:00 UTC,9879.8592,9275.92,2022-12-29 23:59:50 UTC,2022,,,,,,,,,,,
785,785,6,53,PF,2021-03-15 15:01:00 UTC,666.8729,524.2,2022-12-30 00:00:00 UTC,2022,,,,,,,,,,,
48,48,6,54,PF,2019-03-09 16:19:00 UTC,2545.2932,2366.42,2022-12-29 23:59:59 UTC,2022,,,,,,,,,,,
452,452,6,54,PF,2020-07-18 11:22:00 UTC,159474.2364,146962.43,2022-12-29 23:59:59.577003 UTC,2022,,,,,,,,,,,
643,643,6,54,PF,2022-03-26 10:46:00 UTC,32.8185,37.67,2022-12-29 23:59:59.901664 UTC,2022,,,,,,,,,,,
381,381,6,66,PF,2016-10-21 15:50:00 UTC,14217.1003,12694.71,2022-12-05 19:35:29 UTC,2022,,,,,,,,,,,
513,513,6,66,PF,2021-07-01 11:43:00 UTC,13393.1252,13010.52,2022-12-30 00:00:00.909153 UTC,2022,,,,,,,,,,,
742,742,6,66,PF,2019-05-17 15:36:00 UTC,1612.4084,1498.33,2022-11-30 22:26:57 UTC,2022,,,,,,,,,,,
206,206,6,87,PF,2018-01-05 16:28:00 UTC,19807.662,19957.4,2022-06-29 23:00:58 UTC,2022,,,,,,,,,,,
217,217,6,87,PF,2018-09-05 14:44:00 UTC,1918.2141,1807.49,2022-12-30 00:00:00.245138 UTC,2022,,,,,,,,,,,
316,316,6,87,PF,2018-01-23 15:29:00 UTC,29712.9984,30107.64,2022-12-29 23:59:59.123017 UTC,2022,,,,,,,,,,,
377,377,6,87,PF,2016-12-15 15:58:00 UTC,16675.0826,15678.09,2022-12-29 23:59:59.570142 UTC,2022,,,,,,,,,,,
610,610,6,87,PF,2020-11-01 14:28:00 UTC,1658.4777,1592.91,2022-12-29 23:59:59.05012 UTC,2022,,,,,,,,,,,
733,733,6,87,PF,2020-09-26 10:37:00 UTC,340.404,253.59,2022-06-01 14:56:47 UTC,2022,,,,,,,,,,,
932,932,6,87,PF,2015-06-21 12:06:00 UTC,11546.2523,11282.89,2022-12-29 23:59:59.867681 UTC,2022,,,,,,,,,,,
249,249,6,93,PF,2019-01-10 14:25:00 UTC,715.4994,659.2,2022-12-16 21:22:34 UTC,2022,,,,,,,,,,,
386,386,6,93,PF,2018-11-03 12:58:00 UTC,39716.5807,36353.97,2020-12-29 13:32:54 UTC,2020,,,,,,,,,,,
590,590,6,93,PF,2018-10-09 11:33:00 UTC,33128.7733,29602.17,2022-12-29 23:59:59.140697 UTC,2022,,,,,,,,,,,
720,720,6,93,PF,2021-03-23 10:56:00 UTC,4125,3729.58,2022-12-29 23:59:59.313784 UTC,2022,,,,,,,,,,,
871,871,6,93,PF,2022-08-22 14:00:00 UTC,93.765,31.7,2022-12-29 23:59:59.070331 UTC,2022,,,,,,,,,,,
956,956,6,93,PF,2017-07-11 15:45:00 UTC,1352.7614,842.29,2022-12-29 23:59:59.244944 UTC,2022,,,,,,,,,,,
35,35,6,97,PF,2015-09-11 12:06:00 UTC,47696.2794,44817.87,2022-09-03 01:15:46 UTC,2022,,,,,,,,,,,
109,109,6,97,PF,2022-03-16 13:53:00 UTC,35.2179,21.66,2022-12-30 00:00:00.141983 UTC,2022,,,,,,,,,,,
255,255,6,97,PF,2022-10-10 10:25:00 UTC,9955.4341,9653.13,2022-12-30 00:00:00.544877 UTC,2022,,,,,,,,,,,
320,320,6,97,PF,2017-08-26 13:14:00 UTC,37.8279,19.21,2022-12-30 00:00:00.752502 UTC,2022,,,,,,,,,,,
540,540,6,97,PF,2018-12-07 16:22:00 UTC,19180.557,18481.9,2021-08-19 04:14:57 UTC,2021,,,,,,,,,,,
15,15,7,20,PF,2022-09-11 15:51:00 UTC,2647.5973,3218.29,2022-12-30 00:00:00.679061 UTC,2022,,,,,,,,,,,
16,16,7,20,PF,2018-04-20 12:01:00 UTC,2065.3824,2132.85,2022-12-29 23:35:48 UTC,2022,,,,,,,,,,,
17,17,7,20,PF,2020-03-12 12:51:00 UTC,326.407,237.6,2022-12-29 23:59:59.64537 UTC,2022,,,,,,,,,,,
22,22,7,20,PF,2020-11-14 11:11:00 UTC,161.3195,103.16,2022-12-30 00:00:00.984558 UTC,2022,,,,,,,,,,,
31,31,7,20,PF,2016-09-25 14:39:00 UTC,21553.245,20280.68,2022-05-07 22:35:02 UTC,2022,,,,,,,,,,,
52,52,7,20,PF,2022-08-14 15:20:00 UTC,22026.1962,17655.11,2022-12-29 23:59:59.006537 UTC,2022,,,,,,,,,,,
59,59,7,20,PF,2017-03-10 12:19:00 UTC,796.5504,764.36,2022-10-11 12:56:13 UTC,2022,,,,,,,,,,,
61,61,7,20,PF,2015-11-19 15:34:00 UTC,361.8582,241.98,2022-12-29 23:30:58 UTC,2022,,,,,,,,,,,
74,74,7,20,PF,2016-07-26 10:37:00 UTC,125.9704,47.88,2022-12-29 10:20:39 UTC,2022,,,,,,,,,,,
84,84,7,20,PF,2021-05-18 13:34:00 UTC,36568.1595,33313.75,2022-12-28 18:00:21 UTC,2022,,,,,,,,,,,
92,92,7,20,PF,2017-02-03 15:31:00 UTC,4.7424,96.52,2019-07-30 03:31:10 UTC,2019,,,,,,,,,,,
112,112,7,20,PF,2021-07-11 12:15:00 UTC,43416.7589,42606.49,2022-12-30 00:00:00.403303 UTC,2022,,,,,,,,,,,
114,114,7,20,PF,2022-11-11 11:04:00 UTC,3760.196,17418.36,2022-12-30 00:00:00.855203 UTC,2022,,,,,,,,,,,
131,131,7,20,PF,2022-03-07 10:12:00 UTC,36.7983,822.97,2022-12-29 23:59:59.668242 UTC,2022,,,,,,,,,,,
160,160,7,20,PF,2019-11-02 16:31:00 UTC,723.9304,702.08,2022-12-30 00:00:00.272893 UTC,2022,,,,,,,,,,,
210,210,7,20,PF,2018-11-15 14:36:00 UTC,97.4556,67.79,2022-12-29 19:24:01 UTC,2022,,,,,,,,,,,
220,220,7,20,PF,2017-08-17 11:51:00 UTC,400725.0288,377919.46,2022-05-11 15:01:12 UTC,2022,,,,,,,,,,,
227,227,7,20,PF,2022-12-27 13:30:00 UTC,9071.8668,8827.14,2022-12-30 00:00:00.577376 UTC,2022,,,,,,,,,,,
239,239,7,20,PF,2017-02-25 16:31:00 UTC,20825.1372,21003.24,2022-09-25 01:03:58 UTC,2022,,,,,,,,,,,
241,241,7,20,PF,2021-02-26 12:19:00 UTC,7555.2588,6136.91,2022-12-29 23:59:59.851594 UTC,2022,,,,,,,,,,,
265,265,7,20,PF,2019-06-05 11:17:00 UTC,36319.332,34565.51,2022-12-29 23:50:17 UTC,2022,,,,,,,,,,,
266,266,7,20,PF,2016-09-15 11:01:00 UTC,25309.0697,23006.93,2021-10-10 12:19:52 UTC,2021,,,,,,,,,,,
270,270,7,20,PF,2019-09-05 16:38:00 UTC,22222.9195,21620.27,2022-12-30 00:00:00.604683 UTC,2022,,,,,,,,,,,
285,285,7,20,PF,2017-08-06 13:36:00 UTC,13532.3007,12467.51,2022-12-30 00:00:00.725196 UTC,2022,,,,,,,,,,,
295,295,7,20,PF,2017-07-13 13:27:00 UTC,11694.3557,11614.69,2022-12-24 17:23:35 UTC,2022,,,,,,,,,,,
299,299,7,20,PF,2022-05-02 12:39:00 UTC,47.7378,2.57,2022-12-30 00:00:00.280458 UTC,2022,,,,,,,,,,,
300,300,7,20,PF,2021-06-24 15:39:00 UTC,368.9928,354.6,2022-12-29 23:59:59.045471 UTC,2022,,,,,,,,,,,
339,339,7,20,PF,2019-10-13 15:10:00 UTC,24710.686,22194.86,2022-12-29 23:59:59.253001 UTC,2022,,,,,,,,,,,
351,351,7,20,PF,2020-08-19 16:52:00 UTC,404.9522,253.86,2022-12-29 23:59:59.487488 UTC,2022,,,,,,,,,,,
353,353,7,20,PF,2021-10-19 12:13:00 UTC,10744.796,10071.98,2022-12-29 23:59:59.642663 UTC,2022,,,,,,,,,,,
354,354,7,20,PF,2020-02-24 15:41:00 UTC,26258.0237,24081.21,2022-12-29 23:59:59.550399 UTC,2022,,,,,,,,,,,
358,358,7,20,PF,2019-03-15 15:56:00 UTC,38618.0372,36812.24,2022-12-30 00:00:00.67282 UTC,2022,,,,,,,,,,,
362,362,7,20,PF,2019-11-09 10:52:00 UTC,53389.3194,51760.47,2022-12-30 00:00:00.027547 UTC,2022,,,,,,,,,,,
393,393,7,20,PF,2022-10-27 16:27:00 UTC,14967.477,13695.14,2022-12-30 00:00:00.953339 UTC,2022,,,,,,,,,,,
394,394,7,20,PF,2016-12-21 13:31:00 UTC,25574.6799,25979.61,2022-09-04 14:21:39 UTC,2022,,,,,,,,,,,
399,399,7,20,PF,2018-09-23 16:32:00 UTC,30431.9235,28423.39,2022-12-30 00:00:00.617979 UTC,2022,,,,,,,,,,,
402,402,7,20,PF,2021-07-15 12:44:00 UTC,57385.86,54610.49,2022-12-30 00:00:00.233882 UTC,2022,,,,,,,,,,,
424,424,7,20,PF,2022-02-10 12:31:00 UTC,96353.493,88192.7,2022-12-29 23:59:59.736308 UTC,2022,,,,,,,,,,,
434,434,7,20,PF,2021-08-02 15:38:00 UTC,324.064,945.62,2022-11-09 14:01:03 UTC,2022,,,,,,,,,,,
442,442,7,20,PF,2022-12-17 13:24:00 UTC,22957.825,20014.45,2023-01-15 15:57:23.427556 UTC,2023,,,,,,,,,,,
446,446,7,20,PF,2015-10-08 13:35:00 UTC,4383.7947,3850.53,2022-03-14 22:14:51 UTC,2022,,,,,,,,,,,
492,492,7,20,PF,2016-06-17 11:48:00 UTC,262.4603,239.8,2022-12-30 00:00:00.949544 UTC,2022,,,,,,,,,,,
499,499,7,20,PF,2022-11-07 11:37:00 UTC,135452.0336,130201.51,2022-12-29 23:59:59.934531 UTC,2022,,,,,,,,,,,
531,531,7,20,PF,2020-04-17 13:12:00 UTC,922.636,579.95,2022-12-10 10:44:24 UTC,2022,,,,,,,,,,,
544,544,7,20,PF,2018-09-08 12:35:00 UTC,83742.51,82074.95,2022-07-01 14:59:44 UTC,2022,,,,,,,,,,,
553,553,7,20,PF,2017-10-25 12:12:00 UTC,27282.17,26909.57,2022-12-29 23:04:30 UTC,2022,,,,,,,,,,,
586,586,7,20,PF,2021-04-18 11:35:00 UTC,85580.4916,84678.16,2022-12-29 23:59:59.71737 UTC,2022,,,,,,,,,,,
587,587,7,20,PF,2019-09-06 15:59:00 UTC,45734.2763,21792.21,2022-12-29 23:59:59.766139 UTC,2022,,,,,,,,,,,
596,596,7,20,PF,2022-08-06 13:27:00 UTC,766.0956,689.65,2022-12-29 23:59:59.965911 UTC,2022,,,,,,,,,,,
601,601,7,20,PF,2019-06-24 10:12:00 UTC,55381.3086,50163.84,2022-12-29 23:59:58 UTC,2022,,,,,,,,,,,
626,626,7,20,PF,2022-07-25 10:12:00 UTC,27364.748,25670.85,2022-12-29 23:59:59.700666 UTC,2022,,,,,,,,,,,
634,634,7,20,PF,2021-07-02 13:31:00 UTC,48.6288,21.57,2022-12-30 00:00:00.099734 UTC,2022,,,,,,,,,,,
662,662,7,20,PF,2022-12-15 12:50:00 UTC,25648.7568,24995.14,2022-12-31 03:13:47.434674 UTC,2022,,,,,,,,,,,
678,678,7,20,PF,2016-06-06 12:17:00 UTC,9935.51,9839.71,2021-12-12 12:27:17 UTC,2021,,,,,,,,,,,
679,679,7,20,PF,2019-01-08 15:11:00 UTC,8394.092,8519.33,2022-06-30 10:11:49 UTC,2022,,,,,,,,,,,
704,704,7,20,PF,2021-10-11 14:10:00 UTC,16362.4968,15714.77,2022-12-29 23:38:42 UTC,2022,,,,,,,,,,,
712,712,7,20,PF,2019-06-16 12:47:00 UTC,34828.1007,45918.69,2022-12-29 23:56:56 UTC,2022,,,,,,,,,,,
718,718,7,20,PF,2018-03-09 14:52:00 UTC,44328.1572,40732.59,2022-12-25 21:35:51 UTC,2022,,,,,,,,,,,
730,730,7,20,PF,2019-05-02 11:22:00 UTC,29.1492,16.43,2022-12-29 23:57:11 UTC,2022,,,,,,,,,,,
773,773,7,20,PF,2018-02-27 16:20:00 UTC,4140.3075,3896.88,2021-01-08 03:42:17 UTC,2021,,,,,,,,,,,
789,789,7,20,PF,2021-09-04 14:30:00 UTC,1840.6232,932.73,2022-12-30 00:00:00.165285 UTC,2022,,,,,,,,,,,
829,829,7,20,PF,2020-04-16 10:33:00 UTC,256.759,106.62,2022-12-30 00:00:00.573423 UTC,2022,,,,,,,,,,,
842,842,7,20,PF,2020-10-02 10:21:00 UTC,1193.6988,1109.88,2022-12-30 00:00:00.848782 UTC,2022,,,,,,,,,,,
868,868,7,20,PF,2022-12-02 13:06:00 UTC,443.1084,407.87,2022-12-30 00:00:00.944789 UTC,2022,,,,,,,,,,,
887,887,7,20,PF,2021-02-27 11:43:00 UTC,17067.479,15458.46,2022-12-30 00:00:00.726093 UTC,2022,,,,,,,,,,,
900,900,7,20,PF,2021-08-06 12:29:00 UTC,375.72,71.92,2022-12-30 00:00:00.560008 UTC,2022,,,,,,,,,,,
952,952,7,20,PF,2019-12-04 12:14:00 UTC,1104.786,823.3,2022-12-21 04:27:09 UTC,2022,,,,,,,,,,,
977,977,7,20,PF,2018-12-15 13:03:00 UTC,1129.524,1012.65,2022-08-11 05:32:58 UTC,2022,,,,,,,,,,,
983,983,7,20,PF,2019-04-15 12:52:00 UTC,1415.9162,1307.75,2022-12-30 00:00:00.902268 UTC,2022,,,,,,,,,,,
28,28,7,26,PF,2017-04-03 16:11:00 UTC,52654.3576,50324.19,2019-11-24 06:23:48 UTC,2019,,,,,,,,,,,
65,65,7,26,PF,2018-08-26 12:33:00 UTC,255.2562,208.15,2022-06-24 07:04:11 UTC,2022,,,,,,,,,,,
67,67,7,26,PF,2018-05-14 13:27:00 UTC,3343.6212,3092.46,2022-08-25 23:00:41 UTC,2022,,,,,,,,,,,
78,78,7,26,PF,2019-12-27 12:52:00 UTC,5572.9065,5007.53,2022-12-30 00:00:00.809693 UTC,2022,,,,,,,,,,,
81,81,7,26,PF,2021-04-03 13:18:00 UTC,4317.8205,4035.66,2022-12-29 23:55:31 UTC,2022,,,,,,,,,,,
83,83,7,26,PF,2021-10-07 13:04:00 UTC,16.1196,9550.96,2022-12-29 23:59:59.01211 UTC,2022,,,,,,,,,,,
86,86,7,26,PF,2016-03-05 13:55:00 UTC,140.705,180.2,2022-12-29 23:59:59.734403 UTC,2022,,,,,,,,,,,
113,113,7,26,PF,2020-01-07 14:29:00 UTC,647.6868,30.71,2022-12-30 00:00:00.861205 UTC,2022,,,,,,,,,,,
118,118,7,26,PF,2022-04-14 12:33:00 UTC,265.8834,244.56,2022-12-29 23:59:59.719978 UTC,2022,,,,,,,,,,,
144,144,7,26,PF,2022-04-06 14:46:00 UTC,347.137,885.1,2022-12-29 23:59:59.082654 UTC,2022,,,,,,,,,,,
183,183,7,26,PF,2019-12-19 14:01:00 UTC,1028.98,2655.28,2022-05-30 00:01:16 UTC,2022,,,,,,,,,,,
224,224,7,26,PF,2019-09-20 12:30:00 UTC,91.8216,32.29,2022-12-25 08:00:32 UTC,2022,,,,,,,,,,,
245,245,7,26,PF,2018-06-15 11:38:00 UTC,27657.7184,26339.26,2022-12-29 23:59:59 UTC,2022,,,,,,,,,,,
246,246,7,26,PF,2019-05-23 15:55:00 UTC,73563.2793,74061.33,2022-12-29 23:59:59.627232 UTC,2022,,,,,,,,,,,
264,264,7,26,PF,2020-03-19 14:13:00 UTC,1065.24,946.8,2022-12-30 00:00:00.735424 UTC,2022,,,,,,,,,,,
274,274,7,26,PF,2018-08-16 12:55:00 UTC,105741.3656,101639.81,2022-12-30 00:00:00.961613 UTC,2022,,,,,,,,,,,
276,276,7,26,PF,2021-02-03 11:25:00 UTC,10241.6618,9370.81,2022-12-30 00:00:00 UTC,2022,,,,,,,,,,,
283,283,7,26,PF,2018-10-13 12:41:00 UTC,12870.35,12935.61,2020-02-17 20:36:45 UTC,2020,,,,,,,,,,,
301,301,7,26,PF,2015-10-20 13:23:00 UTC,23199.2692,21653.35,2018-02-13 22:02:10 UTC,2018,,,,,,,,,,,
310,310,7,26,PF,2020-11-04 13:05:00 UTC,6616.2304,6132.56,2022-12-29 23:59:59.317275 UTC,2022,,,,,,,,,,,
317,317,7,26,PF,2020-08-17 14:35:00 UTC,5980.9133,5950.89,2022-12-30 00:00:00.052211 UTC,2022,,,,,,,,,,,
342,342,7,26,PF,2018-05-18 15:37:00 UTC,33695.2463,33336.16,2022-12-27 21:36:43 UTC,2022,,,,,,,,,,,
360,360,7,26,PF,2021-08-15 11:39:00 UTC,22218.4944,20525.77,2022-12-29 23:59:59.867839 UTC,2022,,,,,,,,,,,
385,385,7,26,PF,2018-08-06 12:05:00 UTC,12044.8174,13802.43,2022-12-27 11:30:13 UTC,2022,,,,,,,,,,,
411,411,7,26,PF,2022-03-10 10:33:00 UTC,165559.7112,158495.13,2022-12-29 23:59:59.944608 UTC,2022,,,,,,,,,,,
414,414,7,26,PF,2017-04-10 14:29:00 UTC,6141.7656,5669.23,2020-11-10 03:12:37 UTC,2020,,,,,,,,,,,
417,417,7,26,PF,2022-10-17 13:56:00 UTC,11095.6824,9982.92,2022-12-30 00:00:00.800093 UTC,2022,,,,,,,,,,,
421,421,7,26,PF,2020-04-24 10:07:00 UTC,466.6167,439.1,2022-01-16 13:03:01 UTC,2022,,,,,,,,,,,
433,433,7,26,PF,2021-12-16 11:19:00 UTC,815.3023,63.93,2022-12-30 00:00:00.875751 UTC,2022,,,,,,,,,,,
437,437,7,26,PF,2022-10-27 11:52:00 UTC,742.2129,608.31,2022-12-29 23:59:59.69084 UTC,2022,,,,,,,,,,,
457,457,7,26,PF,2017-04-14 11:13:00 UTC,3056.27,2809.97,2022-10-24 06:20:14 UTC,2022,,,,,,,,,,,
464,464,7,26,PF,2021-04-20 10:09:00 UTC,11680.4303,10722.87,2022-12-29 23:59:59.922199 UTC,2022,,,,,,,,,,,
477,477,7,26,PF,2022-08-20 14:19:00 UTC,1851.4464,1311.39,2022-12-30 00:00:00.000358 UTC,2022,,,,,,,,,,,
491,491,7,26,PF,2020-09-03 14:33:00 UTC,34816.1088,36237.31,2022-12-29 23:59:59.616802 UTC,2022,,,,,,,,,,,
498,498,7,26,PF,2015-08-25 14:46:00 UTC,5685.1466,5739.17,2022-04-14 09:59:35 UTC,2022,,,,,,,,,,,
506,506,7,26,PF,2017-11-25 16:17:00 UTC,11257.5168,11621.17,2022-12-28 21:37:30 UTC,2022,,,,,,,,,,,
521,521,7,26,PF,2022-09-13 13:05:00 UTC,248.5494,146.28,2022-12-30 00:00:00.093542 UTC,2022,,,,,,,,,,,
527,527,7,26,PF,2015-08-10 12:14:00 UTC,151338.3942,142774.92,2022-05-07 10:06:41 UTC,2022,,,,,,,,,,,
529,529,7,26,PF,2020-03-23 15:22:00 UTC,31630.6544,29764.67,2022-12-30 00:00:00.420726 UTC,2022,,,,,,,,,,,
530,530,7,26,PF,2018-02-14 12:30:00 UTC,11555.8464,11723.3,2020-10-08 18:48:41 UTC,2020,,,,,,,,,,,
550,550,7,26,PF,2017-06-25 15:12:00 UTC,102824.5968,95089.16,2022-12-30 00:00:00.450168 UTC,2022,,,,,,,,,,,
552,552,7,26,PF,2018-06-17 14:15:00 UTC,31.2914,769.68,2022-12-29 23:59:59.668211 UTC,2022,,,,,,,,,,,
573,573,7,26,PF,2021-05-11 15:05:00 UTC,830.56,498.36,2022-12-29 23:59:59.304535 UTC,2022,,,,,,,,,,,
