cod_cliente,primeiro_nome,ultimo_nome,email,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento,endereco,cep,Quantidades de Tipos de Clientes
230,Kamilly,Campos,renanferreira@example.org,PF,2020-12-22 16:37:00 UTC,768.241.309-31,8/26/1985,"Morro Martins, 71 Renascença 86342232 Dias / MA",08164-995,
274,Júlia,Campos,sophia62@example.org,PF,2018-08-16 12:55:00 UTC,563.072.984-56,6/12/2005,"Alameda Moraes, 49 Leticia 42294034 Gomes / TO",19166-875,
524,Pietra,Campos,camposmelissa@example.net,PF,2019-11-02 11:32:00 UTC,847.102.593-05,10/12/1983,Condomínio Rafael Carvalho Vila Independencia 2ª Seção 59366911 Caldeira / CE,64726243,
588,Maria Vitória,Campos,alicevieira@example.com,PF,2019-09-07 15:19:00 UTC,103.894.675-10,10/29/1962,"Núcleo de Campos, 46 Vila São Dimas 87547446 da Mota do Amparo / AP",77606835,
635,Vitor,Campos,ccostela@example.net,PF,2022-09-12 15:38:00 UTC,293.106.475-07,9/26/1980,Jardim Marcela Costa Silveira 07501623 Rocha de Lopes / PA,66905558,
641,Thiago,Campos,calebegoncalves@example.org,PF,2019-12-07 13:32:00 UTC,128.506.739-86,12/25/2001,Favela Lorenzo Rodrigues Bom Jesus 99335361 da Costa de Jesus / TO,51064-127,
880,Benjamin,Campos,kbarbosa@example.net,PF,2017-06-06 14:49:00 UTC,568.249.701-58,6/21/1979,"Avenida Carolina Costa, 740 Vila Puc 00510-876 Rezende dos Dourados / MG",6819237,
902,João Miguel,Campos,luna56@example.com,PF,2018-03-17 15:41:00 UTC,534.018.962-70,5/20/1946,"Largo de Silva, 1 Vila Da Amizade 11206-205 Pires / AM",64098823,
37,Alice,Castro,gustavoalmeida@example.net,PF,2022-07-03 16:07:00 UTC,813.456.097-01,11/19/1967,"Aeroporto Correia, 67 Campo Alegre 59473-288 Silva / CE",28693764,
39,Thiago,Castro,marcelacaldeira@example.net,PF,2022-04-25 15:35:00 UTC,983.067.425-83,9/5/2005,"Loteamento Diogo Almeida, 83 Aparecida 43075-851 Lima / RJ",35623-437,
105,Letícia,Castro,theofernandes@example.com,PF,2018-11-27 15:02:00 UTC,726.380.541-35,7/14/2000,"Chácara Vinicius Moura, 35 Nova Cintra 32979693 Moreira / BA",76910649,
185,João Guilherme,Castro,theosilveira@example.org,PF,2011-03-23 14:06:00 UTC,583.412.067-90,1/11/1946,"Parque Letícia Nunes, 65 Vila Calafate 27185265 Pires / PA",57735990,
219,Anthony,Castro,natalia39@example.net,PF,2022-02-17 10:52:00 UTC,369.570.184-66,7/24/1961,"Travessa Ramos, 76 Funcionários 81165476 Monteiro das Flores / PR",30145-805,
290,Pietro,Castro,luna07@example.com,PF,2016-02-19 12:30:00 UTC,824.503.697-83,8/12/1981,Vila de da Paz Conjunto Serra Verde 96440703 Rezende de Araújo / AP,85964298,
621,Júlia,Castro,gomeslucas@example.com,PF,2015-03-11 11:29:00 UTC,785.269.430-65,4/7/1970,"Aeroporto Gabriela Araújo, 521 Horto Florestal 94393029 Peixoto / AM",75465498,
763,Luiz Henrique,Castro,dlopes@example.com,PF,2016-10-19 14:58:00 UTC,094.816.725-49,5/12/1946,"Lagoa de Gonçalves, 4 Bairro Das Indústrias Ii 48251962 Duarte / PA",55834-279,
148,Fernando,Duarte,samuelmendes@example.net,PF,2016-02-22 11:31:00 UTC,390.641.857-00,3/1/1969,"Praia Viana, 44 Capitão Eduardo 69451-123 Teixeira de da Mata / AL",28720-323,
205,Ana Carolina,Duarte,dteixeira@example.net,PF,2016-01-15 11:42:00 UTC,164.780.395-01,3/13/1948,Praça Costa Manacas 12548-182 Oliveira da Serra / RR,5433470,
288,Emanuel,Duarte,lorena85@example.com,PF,2018-10-08 10:40:00 UTC,965.748.021-30,8/25/1951,"Residencial Cunha, 31 Ipiranga 14800-710 Viana do Norte / SE",88407-318,
294,Lorenzo,Duarte,mariada-mota@example.net,PF,2021-05-13 11:44:00 UTC,806.954.321-33,5/4/1958,"Morro de Lopes, 49 São Sebastião 11028-858 Pinto de Rezende / RR",14947282,
360,Juliana,Duarte,pintoluiz-miguel@example.com,PF,2021-08-15 11:39:00 UTC,643.702.859-92,5/7/1986,"Pátio de Lopes, 81 Santa Isabel 70488-300 da Cruz da Mata / SC",82878539,
395,Marcela,Duarte,eda-conceicao@example.com,PF,2022-12-01 15:27:00 UTC,912.308.647-50,4/18/1983,"Campo Monteiro, 57 Floresta 48388-235 da Rosa / TO",18074779,
475,Mariana,Duarte,fogacaleandro@example.org,PF,2020-05-04 13:45:00 UTC,723.549.860-92,10/2/1957,"Quadra Ana Carolina da Cunha, 95 Santana Do Cafezal 19991-246 Ferreira / PB",51519-852,
487,Catarina,Duarte,xcastro@example.com,PF,2019-07-08 15:16:00 UTC,160.372.854-62,2/26/1948,"Estrada de Azevedo, 127 Pedreira Padro Lopes 71412295 Silveira de Ribeiro / RN",77823-250,
495,Emanuelly,Duarte,fbarbosa@example.org,PF,2015-07-02 11:07:00 UTC,036.928.541-70,3/2/1962,"Jardim de Alves, 64 Parque São José 56848686 Fernandes da Mata / BA",5554873,
537,Valentina,Duarte,laurada-rosa@example.net,PF,2020-02-02 16:09:00 UTC,495.786.031-93,10/26/1957,"Aeroporto de das Neves, 29 Piraja 37700621 Castro de Cunha / BA",97397-921,
548,Lavínia,Duarte,pcastro@example.net,PF,2021-05-24 12:19:00 UTC,713.602.495-16,5/20/1982,Parque de Jesus São Luiz 10227-287 Freitas das Flores / ES,37638910,
564,Miguel,Duarte,ifreitas@example.com,PF,2015-05-20 11:34:00 UTC,947.613.058-00,8/16/1996,"Esplanada de da Paz, 6 Monte São José 27113-651 Freitas / RS",36964637,
586,Vinicius,Duarte,kamilly03@example.org,PF,2021-04-18 11:35:00 UTC,539.820.641-98,4/30/1967,"Vereda Maria Vitória Cardoso, 68 São João 17109354 Almeida / PB",98536400,
619,Julia,Duarte,vitor19@example.org,PF,2020-04-02 14:43:00 UTC,962.378.405-83,6/6/1964,"Chácara Brenda Caldeira, 98 Tirol 94227264 Novaes / AM",47471-169,
732,Melissa,Duarte,davi77@example.net,PF,2018-07-26 14:07:00 UTC,860.519.243-70,5/29/1980,"Favela de da Paz, 52 Vila Aeroporto Jaraguá 40100034 Vieira / MA",38555902,
842,Maria Julia,Duarte,marianenascimento@example.com,PF,2020-10-02 10:21:00 UTC,670.125.834-44,10/29/1990,"Rua Bianca da Conceição, 59 Conjunto Paulo Vi 14021619 Silveira do Galho / PE",13536663,
893,Lucca,Duarte,nicolelopes@example.net,PF,2022-07-19 13:30:00 UTC,176.043.259-80,11/20/1947,"Lagoa Beatriz Correia, 93 Madre Gertrudes 06474810 Costa / ES",4783273,
916,Lívia,Duarte,psilveira@example.org,PF,2020-01-17 11:30:00 UTC,039.285.671-95,7/8/1987,"Distrito Nicole Alves, 28 Satelite 94123-751 da Mota / CE",46057-007,
935,Ana Sophia,Duarte,rodrigonunes@example.net,PF,2018-03-22 15:23:00 UTC,459.360.281-51,11/13/1961,"Loteamento de Silva, 66 Marmiteiros 19982817 Freitas / PE",25315-391,
974,Maria Julia,Duarte,vianamarina@example.org,PF,2014-07-18 15:15:00 UTC,908.352.461-24,4/1/1999,"Parque Gomes, 90 Mirtes 13551-776 da Rocha / RJ",23947-364,
992,Larissa,Duarte,pietroda-rocha@example.com,PF,2020-02-13 12:01:00 UTC,453.702.916-16,8/11/1981,Estação Monteiro Nossa Senhora Da Aparecida 84445381 da Paz do Sul / MG,53041258,
550,Ana Clara,Farias,isilva@example.com,PF,2017-06-25 15:12:00 UTC,159.704.632-99,5/8/1981,"Travessa de Moreira, 579 Monte Azul 04729432 da Luz da Serra / AM",35253-970,
553,Lavínia,Farias,marcos-vinicius92@example.org,PF,2017-10-25 12:12:00 UTC,019.538.276-59,8/16/1977,"Jardim Melo, 90 Conjunto Taquaril 87215453 Alves de Porto / AM",73186-842,
640,Davi Lucas,Farias,tmendes@example.org,PF,2020-06-11 14:58:00 UTC,973.184.620-40,9/28/1953,"Lagoa Duarte, 3 Granja De Freitas 99584-579 Lopes das Pedras / AM",54416006,
819,Valentina,Farias,samuel91@example.com,PF,2022-08-02 11:24:00 UTC,263.810.974-69,9/14/1970,"Jardim Kevin Nogueira, 529 Capitão Eduardo 02187736 da Luz / RS",36872-995,
870,Arthur,Farias,dteixeira@example.net,PF,2017-12-20 11:12:00 UTC,671.590.238-03,11/4/1998,"Praia de Pires, 90 Vale Do Jatoba 32283688 Azevedo / GO",43431-930,
978,Breno,Farias,lopesvitor-hugo@example.com,PF,2022-03-07 14:38:00 UTC,269.357.041-70,1/5/1949,"Setor Gustavo Henrique Dias, 89 Jardim Montanhês 59366-662 Aragão / SP",72750-274,
33,Vitor Gabriel,Mendes,gabrielada-conceicao@example.org,PF,2016-11-10 13:52:00 UTC,235.087.649-74,7/25/1985,"Feira Moraes, 72 Piraja 92690-290 da Luz Grande / AC",58000199,
101,Enrico,Mendes,da-costavitor@example.com,PF,2018-11-05 14:17:00 UTC,543.918.762-64,9/6/1974,Estação de Vieira Barão Homem De Melo 1ª Seção 55506-524 Barbosa de Viana / PE,54951-507,
103,Isis,Mendes,raul30@example.net,PF,2018-05-25 13:51:00 UTC,370.592.846-56,12/31/1990,"Alameda Teixeira, 42 Sport Club 87627-420 Gonçalves Alegre / RS",36001-295,
213,Gabriela,Mendes,vcardoso@example.net,PF,2019-08-18 11:33:00 UTC,712.960.358-59,8/1/1991,"Rodovia Otávio Caldeira, 348 Primeiro De Maio 60349419 da Cruz de Freitas / AP",02265-501,
295,Kamilly,Mendes,gabrielly68@example.com,PF,2017-07-13 13:27:00 UTC,789.613.420-96,1/10/1970,"Vereda de Aragão, 33 Goiania 85239-665 Silva / PA",35498603,
323,Rafael,Mendes,marcos-viniciusmonteiro@example.org,PF,2015-06-14 16:51:00 UTC,687.341.059-48,3/19/1987,"Feira de Pereira, 956 Itapoa 15282013 Viana / RR",78151-537,
335,Daniel,Mendes,freitasjoana@example.org,PF,2022-01-02 11:09:00 UTC,103.986.527-59,11/19/2002,Colônia de Peixoto Carlos Prates 71637-087 Jesus dos Dourados / PE,95977393,
476,Thiago,Mendes,enogueira@example.org,PF,2018-05-26 15:11:00 UTC,387.045.196-39,9/24/1944,Fazenda Yuri Ramos Nova Suíça 18318-047 Almeida da Mata / MA,43688-770,
633,Caio,Mendes,diegocavalcanti@example.net,PF,2011-05-08 13:51:00 UTC,032.479.165-80,9/27/1960,"Passarela Benício da Rocha, 7 Santa Inês 34620470 da Mata dos Dourados / PA",8093154,
650,Brenda,Mendes,bmonteiro@example.org,PF,2022-07-12 13:16:00 UTC,964.357.208-00,11/20/2000,"Feira Carvalho, 9 Sport Club 55050-039 Araújo Verde / MA",81446657,
36,Enzo Gabriel,Moraes,beniciopinto@example.net,PF,2012-02-17 15:58:00 UTC,718.634.902-13,6/4/1956,"Rua Cunha, 55 Vila Nova Dos Milionarios 16425-858 Nascimento / SC",36567-846,
40,Marcela,Moraes,vitor92@example.org,PF,2015-04-14 14:50:00 UTC,587.192.463-82,10/2/1966,"Lago de Cavalcanti, 24 Parque São José 53257316 Rezende do Galho / PB",68473580,
228,Juan,Moraes,tcostela@example.net,PF,2022-03-04 13:41:00 UTC,456.932.780-00,2/5/1970,"Quadra de Peixoto, 22 Vila Puc 62498734 da Rocha de Goiás / PE",30944-978,
322,Enrico,Moraes,esthercaldeira@example.com,PF,2014-06-27 15:40:00 UTC,523.904.786-38,8/20/2006,"Travessa de Fogaça, 90 Pousada Santo Antonio 09628-610 Cardoso / RO",29854724,
412,Enzo,Moraes,marcelasales@example.net,PF,2020-12-01 14:13:00 UTC,193.520.874-88,6/10/1973,Área de da Rosa Santa Cruz 83177213 Gonçalves de Mendes / RR,19613-119,
414,Sarah,Moraes,bianca37@example.org,PF,2017-04-10 14:29:00 UTC,854.176.290-49,2/9/2007,"Campo Alícia Moura, 41 Barão Homem De Melo 3ª Seção 90575391 Pereira do Sul / PB",79765622,
554,Emanuel,Moraes,santosenzo-gabriel@example.org,PF,2022-06-02 15:03:00 UTC,578.613.240-44,10/2/1943,"Via da Paz, 9 Vila Da Ária 01280-233 Moura Alegre / AL",59958-346,
683,Luiz Otávio,Moraes,araujoana@example.com,PF,2022-03-06 13:25:00 UTC,497.250.316-52,8/7/1962,Alameda de Pinto Paraíso 02797266 Sales Grande / AP,24508-434,
708,Eduardo,Moraes,haraujo@example.net,PF,2020-07-19 11:21:00 UTC,653.879.041-01,1/6/1990,"Favela Daniela Pereira, 320 Providencia 84467054 Sales do Norte / AM",16577479,
738,João Vitor,Moraes,laisdas-neves@example.net,PF,2018-12-19 16:10:00 UTC,810.927.654-76,8/17/1961,Jardim Pietro Gonçalves Vila Real 1ª Seção 87016-537 Cunha de Rocha / PB,10322-871,
778,Igor,Moraes,pietrosouza@example.net,PF,2018-12-21 14:46:00 UTC,471.206.598-20,6/6/1982,"Vereda Vieira, 72 Carmo 07354490 Nascimento Paulista / RR",86050-358,
800,Fernanda,Moraes,pietro80@example.com,PF,2015-02-25 15:05:00 UTC,730.695.284-65,4/10/1992,"Conjunto Maria Sophia Porto, 92 Conjunto Santa Maria 76612-828 Ribeiro / RO",79107382,
846,Júlia,Moraes,correiabryan@example.net,PF,2013-10-12 10:33:00 UTC,583.964.721-73,12/30/1989,"Esplanada de Araújo, 89 Beira Linha 68431861 Campos / AL",8907828,
877,Emanuella,Moraes,laura76@example.org,PF,2013-02-11 11:31:00 UTC,149.572.036-52,5/28/1944,"Distrito Duarte, 27 Vila Betânia 12196-782 Barbosa de Nunes / AM",48120724,
912,Bruna,Moraes,carolinepeixoto@example.net,PF,2020-07-16 12:22:00 UTC,043.586.179-48,10/17/1991,"Praia Heitor Martins, 550 Vila Atila De Paiva 54339-769 da Mata / PA",02217-338,
918,Julia,Moraes,laisnogueira@example.com,PF,2020-05-16 11:58:00 UTC,518.302.649-15,7/15/2003,Setor Fogaça Mirante 97926-776 da Paz do Galho / MS,27479-650,
938,Isabel,Moraes,ana-luizacampos@example.com,PF,2016-12-12 12:27:00 UTC,542.783.619-55,1/5/1998,Fazenda João Lucas Lima Nossa Senhora Aparecida 67019105 das Neves do Oeste / SC,26391863,
983,Manuela,Moraes,ogomes@example.net,PF,2019-04-15 12:52:00 UTC,415.369.827-09,2/14/1974,"Estrada Emanuella Rodrigues, 71 Vila Antena Montanhês 80401-864 Duarte / PR",18035963,
20,Lara,Novaes,ana-vitoriada-mota@example.com,PF,2021-05-20 15:06:00 UTC,195.243.680-05,10/30/1977,"Chácara Kaique Souza, 43 Granja De Freitas 48647-530 Vieira de Minas / AC",77067-771,
29,João,Novaes,xpinto@example.net,PF,2015-07-27 11:08:00 UTC,607.241.958-58,5/25/1969,"Área Cardoso, 155 Betânia 18705056 Freitas / PA",92648022,
51,Pietra,Novaes,afreitas@example.com,PF,2022-01-18 14:52:00 UTC,641.978.520-02,9/10/2000,"Rodovia Campos, 83 Vila Nova Cachoeirinha 1ª Seção 98409255 Jesus do Galho / RS",20739-657,
120,Lucas Gabriel,Novaes,opereira@example.org,PF,2021-11-18 10:05:00 UTC,948.507.132-97,4/26/1968,"Vila de Monteiro, 8 Marieta 2ª Seção 99015734 Castro do Sul / AP",37378-687,
168,Bárbara,Novaes,lucas-gabrielnovaes@example.org,PF,2012-12-20 16:11:00 UTC,709.186.435-20,7/15/1948,"Passarela de Novaes, 10 Boa União 2ª Seção 79113654 Santos / RJ",88515-404,
520,André,Novaes,da-motahenrique@example.net,PF,2019-11-03 16:26:00 UTC,954.261.073-43,4/3/2000,"Colônia de Dias, 249 Coqueiros 75446-716 da Luz de Correia / RJ",04127-343,
543,Ana Júlia,Novaes,antonio35@example.net,PF,2017-07-05 15:58:00 UTC,024.719.658-49,11/8/2003,"Viaduto Barbosa, 58 Etelvina Carneiro 15413-609 Fernandes / TO",95011-680,
598,Davi Luiz,Novaes,andregomes@example.com,PF,2015-02-09 13:15:00 UTC,012.473.695-52,7/1/1999,"Colônia Ana Novaes, 97 Prado 92364159 Lima / MS",84829001,
648,Renan,Novaes,fariasjuan@example.org,PF,2021-07-28 15:32:00 UTC,048.261.935-05,3/5/1989,"Loteamento Cunha, 14 Serrano 79284-464 Teixeira da Prata / MA",81822-316,
744,Clarice,Novaes,gustavo55@example.org,PF,2012-03-21 11:46:00 UTC,327.805.914-04,7/28/1942,"Pátio de da Costa, 78 Túnel De Ibirité 91951-698 Barbosa / PE",65986-747,
762,Sabrina,Novaes,ferreirarenan@example.org,PF,2022-09-15 14:36:00 UTC,862.174.053-26,5/6/1967,"Parque Pires, 66 Solar Do Barreiro 16251606 Martins da Mata / DF",73222953,
844,Ana Laura,Novaes,maite19@example.org,PF,2022-09-19 12:48:00 UTC,932.516.784-00,5/20/1955,"Setor de Costa, 810 Colégio Batista 39328445 Oliveira de Minas / ES",44399366,
981,Kamilly,Novaes,elisa65@example.net,PF,2021-09-13 14:38:00 UTC,784.526.130-08,8/14/1959,"Travessa Porto, 1 Ouro Preto 93007811 Viana do Campo / RO",02101-190,
13,Sophie,Santos,tsantos@example.org,PF,2022-12-16 11:20:00 UTC,691.038.475-00,4/10/1992,"Praça Maria Luiza Peixoto, 8 Sion 41511-505 da Luz do Sul / TO",51923031,
60,Luiz Fernando,Santos,maria-sophia76@example.com,PF,2017-11-28 14:52:00 UTC,601.827.534-17,4/30/1963,"Núcleo Leonardo Carvalho, 2 Santa Sofia 98591930 Castro / TO",19629-983,
151,Maitê,Santos,mcardoso@example.net,PF,2018-03-09 15:53:00 UTC,765.410.892-30,5/20/1989,"Via Peixoto, 382 Vila Formosa 31903911 da Mota / ES",35686159,
188,Bárbara,Santos,benjaminmoreira@example.org,PF,2022-11-12 14:02:00 UTC,496.325.108-60,7/6/1951,"Sítio de Sales, 90 Pongelupe 09139183 Pereira / RJ",23499-744,
204,Murilo,Santos,augustopeixoto@example.org,PF,2021-02-23 16:46:00 UTC,831.250.967-40,3/6/2002,"Aeroporto Fogaça, 85 Flavio Marques Lisboa 45322737 da Costa / MT",02417-883,
237,Diogo,Santos,cecilia66@example.com,PF,2021-07-28 11:45:00 UTC,630.819.245-70,2/21/1978,"Vale de Cunha, 28 Coração Eucarístico 57431782 da Cruz / SE",50773-129,
276,Ryan,Santos,julianafarias@example.com,PF,2021-02-03 11:25:00 UTC,861.397.542-91,2/15/1990,Estação de Oliveira Gutierrez 96932657 da Cunha / PR,15309-406,
341,Maria Vitória,Santos,rezendejoao-gabriel@example.com,PF,2016-04-12 12:25:00 UTC,382.709.456-92,2/17/1988,"Esplanada da Cunha, 93 Vila Atila De Paiva 68152259 Peixoto da Praia / AC",73042220,
406,Emanuella,Santos,felipe23@example.com,PF,2017-08-25 13:16:00 UTC,961.807.423-40,2/18/1957,"Sítio de Rezende, 8 Anchieta 43074-122 Cardoso / PR",44099-630,
436,Amanda,Santos,ana-juliamendes@example.com,PF,2019-12-10 12:32:00 UTC,071.684.293-96,4/1/1972,"Conjunto Pedro Miguel das Neves, 44 Boa Esperança 05815884 Pereira / RJ",17775-526,
462,Paulo,Santos,emanuellaalves@example.com,PF,2016-11-19 13:53:00 UTC,452.986.130-98,8/30/1986,"Colônia Vitória Jesus, 77 Castelo 11731280 Cardoso Verde / AM",72543224,
502,Bruna,Santos,oalves@example.org,PF,2021-12-19 15:05:00 UTC,506.798.431-75,7/13/2001,"Trecho Pereira, 2 São Cristóvão 02107640 Barros / SP",81864640,
651,Maria,Santos,fernandesclarice@example.org,PF,2016-07-14 12:22:00 UTC,781.952.634-37,2/8/1990,"Condomínio Maria Julia Santos, 808 Jardinópolis 75099253 Peixoto de Minas / CE",55688182,
750,Vitória,Santos,pintojoao@example.net,PF,2012-05-05 11:32:00 UTC,865.014.973-10,8/10/1958,"Vila de da Cunha, 34 Anchieta 28167329 Silva da Praia / PA",37929375,
754,João Vitor,Santos,calebecampos@example.net,PF,2022-12-15 14:27:00 UTC,458.716.320-17,1/3/1969,"Loteamento Nunes, 1 Madre Gertrudes 69306319 Aragão Alegre / GO",33631-389,
810,Erick,Santos,costelajoao-guilherme@example.org,PF,2017-07-07 15:17:00 UTC,620.154.938-24,5/5/1990,Residencial Barros Pousada Santo Antonio 00818-311 Mendes de Barros / RO,55910-812,
920,Clara,Santos,ian88@example.net,PF,2021-01-22 13:48:00 UTC,608.943.715-84,2/19/1963,"Sítio Ana Júlia Novaes, 7 Jardim São José 85362-106 Moreira Paulista / SC",76057165,
943,Lucas Gabriel,Santos,ana-clara77@example.org,PF,2017-09-07 15:09:00 UTC,375.698.102-95,8/9/1942,"Rodovia de Cavalcanti, 2 Santa Maria 85253-940 da Mota / ES",37436528,
970,Davi Luiz,Santos,pedro-miguel99@example.org,PF,2021-01-07 15:42:00 UTC,129.680.347-31,2/5/1965,"Quadra de Barbosa, 38 Castanheira 15014-395 Fernandes das Flores / AL",02065-237,
84,Lucas,Vieira,maria-alice75@example.net,PF,2021-05-18 13:34:00 UTC,784.620.139-50,5/13/1976,"Estação Enzo Gabriel Barros, 98 Serra Do Curral 65953-572 Rocha / SE",1802105,
192,Carolina,Vieira,cauadas-neves@example.com,PF,2015-09-27 11:21:00 UTC,209.316.875-86,6/30/1988,"Praia de Duarte, 51 Vila Paquetá 76244-940 das Neves / ES",01651-705,
229,Nicolas,Vieira,wpeixoto@example.org,PF,2013-01-20 11:26:00 UTC,251.807.934-32,10/20/1982,Pátio de Alves Vila Ouro Minas 17435-767 Fernandes / MS,75949393,
236,Vitória,Vieira,ucavalcanti@example.com,PF,2020-02-25 11:42:00 UTC,438.610.279-50,10/30/1994,Lagoa Novaes Vila Nova Cachoeirinha 3ª Seção 63702849 Fernandes / ES,85701095,
343,Luiz Gustavo,Vieira,danielada-cruz@example.org,PF,2021-09-20 12:12:00 UTC,398.712.650-77,9/25/1981,"Campo de Silva, 14 Confisco 47012-193 Azevedo / AL",3071741,
407,Eduardo,Vieira,vitor-gabrielduarte@example.org,PF,2019-05-18 13:18:00 UTC,198.203.467-03,4/25/1953,"Passarela Marcelo Silva, 1 Esperança 85057312 Ribeiro / DF",11102-836,
461,Luiz Felipe,Vieira,evelyn92@example.com,PF,2021-03-12 15:04:00 UTC,415.639.078-01,9/21/2006,"Passarela de Barbosa, 552 Novo Santa Cecilia 24845-782 Fernandes do Campo / DF",26853-378,
516,Maria Alice,Vieira,qoliveira@example.org,PF,2019-09-19 15:25:00 UTC,534.716.029-25,10/26/1976,"Estrada Silveira, 31 Conjunto Santa Maria 19867-202 Pereira / ES",14501-313,
545,Pedro Henrique,Vieira,nascimentothales@example.com,PF,2019-12-16 10:22:00 UTC,347.016.892-03,6/19/1961,"Travessa de Martins, 768 Vila Aeroporto Jaraguá 29315-900 Sales do Campo / PB",68469-740,
600,Luigi,Vieira,henrique46@example.com,PF,2021-01-10 15:35:00 UTC,421.893.657-91,4/5/1958,"Área Duarte, 64 Jardim Felicidade 36546-645 Pires da Mata / MA",47917222,
639,João Lucas,Vieira,barbosamariana@example.net,PF,2020-04-16 13:45:00 UTC,915.028.643-98,4/17/1949,"Pátio Barbosa, 69 Alto Caiçaras 70280755 Almeida Alegre / PB",52803-114,
712,Thomas,Vieira,leticiada-rocha@example.org,PF,2019-06-16 12:47:00 UTC,890.562.173-21,11/19/2005,"Conjunto de Silveira, 71 Santa Branca 12944-489 da Mata de Pereira / TO",15984-247,
773,Vitor Hugo,Vieira,dbarros@example.net,PF,2018-02-27 16:20:00 UTC,136.784.520-35,4/23/1959,"Ladeira Sales, 37 Sagrada Família 39491-441 Castro das Flores / RN",14038881,
814,Diogo,Vieira,xribeiro@example.com,PF,2014-09-09 14:55:00 UTC,805.469.132-70,8/24/1960,"Núcleo Lopes, 101 Vila São Gabriel Jacui 50247-386 da Paz Alegre / CE",20079-824,
875,Juan,Vieira,helenada-cunha@example.org,PF,2015-01-18 15:07:00 UTC,529.784.631-55,12/10/1980,"Jardim de da Mata, 814 Jatobá 47807379 Sales da Praia / BA",50034-079,
948,Maria Vitória,Vieira,portoana-carolina@example.com,PF,2016-09-25 15:39:00 UTC,473.860.912-22,6/18/1971,Feira Lima Tiradentes 92887274 Azevedo das Flores / PR,03625-157,
953,Miguel,Vieira,lucas-gabriel49@example.com,PF,2015-06-11 15:05:00 UTC,049.571.362-70,12/13/1950,"Sítio Emanuella Araújo, 14 Vila Jardim Alvorada 97368-532 Farias / TO",8810805,
971,Lucas,Vieira,cfogaca@example.org,PF,2021-02-12 12:24:00 UTC,203.459.768-00,8/2/1968,"Rodovia da Paz, 427 Canadá 00574-813 Cardoso / PE",1900664,
994,Davi,Vieira,ana-sophia40@example.net,PF,2015-12-02 12:23:00 UTC,205.714.936-61,3/19/1954,"Colônia João Guilherme Nascimento, 57 Vila Copacabana 91067-853 Mendes / RJ",10730371,
102,Laís,da Luz,laura44@example.com,PF,2015-02-28 16:28:00 UTC,723.810.456-35,3/16/1996,"Área de Martins, 1 Pindorama 32716-804 Cunha / AL",46894157,
244,Agatha,da Luz,souzalucas-gabriel@example.net,PF,2012-04-20 13:36:00 UTC,162.975.480-30,12/2/1961,"Travessa de Pereira, 4 Conjunto Santa Maria 85409634 Ribeiro da Serra / RN",80189860,
417,Cauã,da Luz,da-luzvicente@example.com,PF,2022-10-17 13:56:00 UTC,170.945.368-01,6/5/2000,"Pátio Theo Nunes, 92 Bandeirantes 45313130 Viana / GO",17116-057,
473,Maria Sophia,da Luz,isabellarodrigues@example.org,PF,2016-01-02 10:15:00 UTC,674.890.153-75,4/4/2007,"Quadra Sales, 6 João Pinheiro 06829-829 Farias / PA",94233-086,
498,Noah,da Luz,emilly25@example.com,PF,2015-08-25 14:46:00 UTC,271.846.503-44,7/18/1968,"Viela Guilherme Peixoto, 460 Vila Atila De Paiva 54579081 Oliveira / PE",56495606,
534,Ana Luiza,da Luz,joao-gabrielrocha@example.net,PF,2015-01-25 16:56:00 UTC,743.205.896-29,9/10/1993,"Vale Alves, 14 Jardim Atlântico 62872934 da Cruz do Norte / BA",68532-892,
592,Evelyn,da Luz,cgomes@example.com,PF,2014-10-28 14:46:00 UTC,065.329.748-38,11/24/1979,Conjunto Erick da Cunha Xangri-Lá 91522-348 Costa / AP,76243-469,
636,Alícia,da Luz,otavio09@example.com,PF,2016-12-26 15:16:00 UTC,452.701.836-17,12/18/1969,Alameda Ana Vitória Barros Chácara Leonina 32866-577 Fogaça / AL,36233255,
655,Vitória,da Luz,ferreiraluiz-gustavo@example.com,PF,2016-02-11 14:22:00 UTC,534.291.076-52,12/8/1992,"Residencial de Barbosa, 33 Carlos Prates 54142-616 Lima do Oeste / AP",01682-762,
714,Calebe,da Luz,cardosoyuri@example.com,PF,2015-06-18 11:20:00 UTC,416.298.370-40,7/5/1955,"Campo Moreira, 3 Miramar 27396-756 Correia / BA",25099-614,
716,Emanuel,da Luz,antonioferreira@example.net,PF,2019-05-02 16:21:00 UTC,214.907.658-67,10/6/1960,Viela Maria Eduarda da Rocha Marilandia 84196-935 Jesus das Pedras / MA,67467-482,
722,Mariane,da Luz,emanuelsales@example.net,PF,2018-05-16 13:22:00 UTC,134.706.295-52,5/15/1955,"Distrito Cunha, 99 Belmonte 71696-472 Novaes / RN",28587-599,
749,Maria Eduarda,da Luz,costelalavinia@example.net,PF,2018-08-23 12:31:00 UTC,843.720.915-32,2/17/1974,"Residencial Sarah Cardoso, 48 Vila Piratininga 72216-079 Rezende de Costa / MA",64341769,
753,Maria Luiza,da Luz,gabrielly88@example.net,PF,2017-07-04 15:05:00 UTC,123.598.074-04,3/21/1979,"Sítio da Rocha, 782 Anchieta 78582065 Carvalho de Silveira / PR",50261-096,
